Hail ID,Date/Time,Latitude,Longitude,Nearest town,State,Hail size,Damage total,Comments,
3374,2011-10-30 08:00:00,-28.2154,152.0353,WARWICK,QLD,2.0,,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley. 88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.%D %D",
3602,2011-12-12 00:00:00,-28.0365,148.5798,ST GEORGE,QLD,0.0,,"St. George â€“ Morning storm lasted 30 minutes.  Heavy rain, hail and wind.  Worst for 20 years.  Fruit crops ruined, hundreds of pounds damage.  Roof off hotel, hail smashed windows, hail smashed melons, tore grapes from vines and damaged stone fruit, and knocked them to the ground.  Large portion of crops unmarketable, several hundreds pounds loss to farmers.  Hail did 800 pounds damage to furniture at hotel, another hotelâ€™s windows and rain damage came to fifty pounds. NULL",
3742,2011-08-30 05:00:00,-28.8540,152.5164,TABULAM,NSW,3.0,,NULL NULL,
3743,2011-09-25 05:00:00,-28.8317,153.5345,BALLINA,NSW,5.0,,Also received storm spotter report from John Graham of a lot of (4-5cm deep) >1cm sized hail near Ballina. NULL,
3744,2011-10-15 06:18:00,-28.3317,153.3845,MURWILLUMBAH,NSW,2.1,,NULL NULL,
3745,2011-10-30 07:30:00,-29.0984,152.9511,MYRTLE CREEK,NSW,4.3,,Spotter report from a friend living 40km south of Casino of golf ball sized hail. NULL,
3746,2011-11-12 03:40:00,-30.4317,152.0345,THORA,NSW,4.0,,4cm hail reported at Thora to the Coffs Harbour Met Office who then rang the Sydney RFC. NULL,
3747,2011-11-29 07:30:00,-35.2333,149.0167,HOLT,NSW,3.0,,NULL NULL,
3748,2011-09-28 02:30:00,-34.1569,141.1570,Lindsay Point,VIC,4.3,,Golf ball size hail over Old Male Road between Lindsay Point and Marbin West. Damage to cars. Mildura pre-supercell. Ouyen right moving supercell component.,
3749,2011-09-28 03:40:00,-35.0690,142.3161,OUYEN,VIC,2.5,,Right moving supercell component of Lindsay Point storm (Hail ID: 3748) Mildura pre-supercell. Ouyen right moving supercell component.,
3750,2011-09-28 02:30:00,-36.3818,145.4024,SHEPPARTON,VIC,0.0,,"Decent" size hail near Shepparton. NULL,
3751,2011-10-22 04:10:00,-37.5615,143.8530,BALLARAT,VIC,3.0,,2 to 3 cm hail reported just west of Ballarat. NULL,
3752,2011-11-09 08:15:00,-38.0773,145.4779,PAKENHAM,VIC,3.0,,Leaf/tree litter on road. Intense hail reported. NULL,
3753,2011-11-10 06:20:00,-38.4273,145.8200,KORUMBURRA,VIC,5.0,," Large enough to smash perspex" Estimates 3-5cm. NULL,
3754,2011-12-24 06:30:00,-37.8398,146.2726,MOUNT BAW BAW,VIC,1.9,,Marginally severe hail. Observed 20km W of Mount Baw Baw. NULL,
3755,2011-12-24 07:00:00,-37.7834,145.6111,YARRA JUNCTION,VIC,2.4,,NULL NULL,
3756,2011-12-24 08:00:00,-37.8982,146.0048,NOOJEE,VIC,2.0,,Reported 1-2cm hail near Noojee. NULL,
3757,2011-12-25 04:40:00,-37.7305,144.9007,ESSENDON AIRPORT,VIC,2.0,,NULL NULL,
3758,2011-12-25 04:49:00,-37.9017,144.6627,WERRIBEE,VIC,0.0,,Large hail report in conjunction with rotating wall cloud. NULL,
3759,2011-12-25 06:05:00,-37.6572,144.2306,FISKVILLE,VIC,4.0,,Tornado also reported. NULL,
3760,2011-12-25 06:23:00,-37.7285,144.6534,ROCKBANK,VIC,4.3,,Reported along Western Highway near Rockbank. Torrential rain also reported. NULL,
3761,2011-12-25 04:30:00,-37.7210,144.7761,DELAHEY,VIC,4.3,,Extensive damage to cars. Flash flooding also reported. NULL,
3762,2011-12-25 07:48:00,-37.6604,145.3731,YARRA GLEN,VIC,2.5,,Can provide photos of supercell. NULL,
3763,2011-12-25 06:10:00,-37.6725,145.1540,DIAMOND CREEK,VIC,5.0,,5cm disk shaped hail reported. Extensive defoliation and dented cars reported. NULL,
3764,2011-12-25 06:10:00,-37.7258,145.1347,ELTHAM,VIC,2.0,,Very heavy and dense 2-3cm hail reported along with flash flooding. NULL,
3765,2011-12-25 06:30:00,-37.6604,145.3731,YARRA GLEN,VIC,5.0,,Crops flattened. 30-50mm holes punched in plastic roofing. Defoliation. Structural damage. NULL,
3766,2011-12-25 04:30:00,-37.6888,144.7419,HILLSIDE,VIC,6.0,,NULL NULL,
3767,2011-12-25 04:40:00,-37.7087,144.7947,TAYLORS LAKES,VIC,6.7,,Filmed by Channel 7 News Crew. NULL,
3768,2011-12-25 04:45:00,-37.7396,144.9809,COBURG,VIC,2.0,,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data. NULL,
3769,2011-12-25 04:45:00,-37.7377,144.8029,SAINT ALBANS,VIC,4.3,,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data. NULL,
3770,2011-12-25 04:45:00,-37.7685,144.9598,BRUNSWICK,VIC,4.0,,Time of report unknown. Entered as event and most likely time of occurrence based upon RADAR data. NULL,
3771,2012-04-22 07:13:00,-38.0422,145.3476,BERWICK,VIC,2.2,,Average size 1.4cm. Storm moving from NW to SE. NULL,
3772,2012-04-22 08:15:00,-36.3948,146.4469,TARRAWINGEE,VIC,2.0,,Rugged hail reported. NULL,
3773,2011-12-12 06:00:00,-28.8317,153.5345,BALLINA,NSW,3.0,,Reported by storm spotter in Ballina. NULL,
3774,2012-01-20 04:45:00,-35.9484,149.1512,BREDBO,NSW,3.0,,"Hail size given as "greater than 2cm", using 3cm as an aribitrary value that seems reasonable to qualify as severe (large) hail. MN NULL",
3775,2012-02-13 03:30:00,-33.6317,150.2846,BLACKHEATH,NSW,2.5,,"Reports from katoomba for same incident were for 1cm hail, LGA: Blue Mtns/Hawkesbury NULL",
3776,2012-02-13 04:00:00,-31.2315,147.6287,FORSTER,NSW,2.8,,1.9cm to 2.8cm hail covering ground. NULL,
3777,2012-02-18 06:24:00,-32.2567,148.6012,DUBBO,NSW,2.0,,also reported estimated rainfall of >55mm in 30 minutes NULL,
3778,2012-02-18 08:41:00,-35.1833,149.1000,NICHOLLS,NSW,3.0,,"Report from Hall, north of Canberra, hail covering 1/2 foot deep in places. LGA: ACT NULL",
3779,2012-02-19 08:08:00,-34.5592,150.3823,MOSS VALE,NSW,4.3,,"Car dented, spotter felt lucky to have windshield intact. NULL",
3780,2012-02-20 11:40:00,-29.0817,153.4345,EVANS HEAD BEACH,NSW,4.3,,Golf balls sized hail reported by Haldon Boyd. Also estimated 60kt winds. Reported by Haldon Boyd from Evans Head.,
3781,2011-11-12 03:30:00,-30.3817,152.5845,DORRIGO ESCARPMENT,NSW,6.0,,"Lots of damage to cars, one car had its rear windshield smashed. NULL",
3782,2011-11-11 06:30:00,-37.5615,143.8530,BALLARAT,VIC,4.3,,Commencement time estimated from RADAR data. NULL,
3783,2012-12-19 05:10:00,-42.8820,147.3230,HOBART,TAS,2.5,,"Wlanut sized hail in Gepp Parade, Derwent Park. NULL",
3784,2012-04-23 03:30:00,-41.1790,146.4860,NORTHDOWN,TAS,2.0,,Hail was also reported at Port Sorell. The diameter of this hail was only up to about 1cm but there was enough of it to coat the footpaths and streets in a white coating. NULL,
3785,2011-07-30 17:25:00,-34.0871,140.8821,MURTHO,SA,4.0,,"Hail caused damage to citrus and almond crops in Murtho and Paringa (both near Renmark). Hail reports ranged from 0.5 cm to 3-4 cm, accumulating to be 5-8 cm deep in some places. A trough about eastern parts of South Australia triggered thunderstorms over the Riverland and southern parts of the Northeast Pastoral on the afternoon of Saturday 30th July. Hail caused damage to citrus and almond crops in Murtho and Paringa (both near Renmark). Hail reports ranged from 0.5 cm to 3-4 cm, accumulating to be 5-8 cm deep in some places.",
3786,2011-07-30 17:25:00,-34.1790,140.7850,PARINGA,SA,4.0,,"Hail caused damage to citrus and almond crops in Murtho and Paringa (both near Renmark). Hail reports ranged from 0.5 cm to 3-4 cm, accumulating to be 5-8 cm deep in some places. A trough about eastern parts of South Australia triggered thunderstorms over the Riverland and southern parts of the Northeast Pastoral on the afternoon of Saturday 30th July. Hail caused damage to citrus and almond crops in Murtho and Paringa (both near Renmark). Hail reports ranged from 0.5 cm to 3-4 cm, accumulating to be 5-8 cm deep in some places.",
3787,2012-10-22 06:30:00,-36.7507,144.0457,MARONG,VIC,3.5,,photo of hail sent in NULL,
3788,2011-11-08 00:00:00,-34.1794,139.9748,WAIKERIE,SA,0.0,,"There were also damage reports from the Riverland, including a report of a â€œmini tornadoâ€ and golf ball sized hail at Gluepot and Waikerie. Thunderstorms developed in the NWP during the afternoon, producing damaging wind gusts and local flash flooding. The system tracked east-southeastwards across the Flinders, Mid North, Riverland and Murraylands districts in the evening with most thunderstorms clearing the eastern border in the early hours of the morning.",
3789,2011-12-17 00:00:00,0.0000,0.0000,,NSW,0.0,,"Reports from the Mid North from evening storms include golf ball sized hail and strong winds leading to property damage at Gum Creek, and heavy rain, flooding and large hail at Marrabel. Thunderstorms developed across most parts of the State on the 17th of December as a low pressure system and associated trough tracked southeastwards across the State. Thunderstorm activity contracted to eastern parts of the State overnight and cleared the State early on the 18th.",
3790,2011-12-17 00:00:00,-33.0594,137.5154,WHYALLA AIRPORT,SA,4.3,,Thunderstorms developed on Eyre Peninsula during the late afternoon and evening. Golf ball sized hail and blustery winds were reported at Kimba. Golf ball sized hail and heavy rain were also reported at Whyalla. Thunderstorms developed across most parts of the State on the 17th of December as a low pressure system and associated trough tracked southeastwards across the State. Thunderstorm activity contracted to eastern parts of the State overnight and cleared the State early on the 18th.,
3791,2011-12-17 00:00:00,-33.1392,136.4198,KIMBA,SA,4.3,,Thunderstorms developed on Eyre Peninsula during the late afternoon and evening. Golf ball sized hail and blustery winds were reported at Kimba. Golf ball sized hail and heavy rain were also reported at Whyalla. Thunderstorms developed across most parts of the State on the 17th of December as a low pressure system and associated trough tracked southeastwards across the State. Thunderstorm activity contracted to eastern parts of the State overnight and cleared the State early on the 18th.,
3792,2010-10-14 00:00:00,-34.3875,139.9139,NEW WELL,SA,1.9,,"There were heavy falls of 1-2 cm sized hail on several properties around New Well, which caused severe crop damage. The heavy hail collected in drifts, and was still evident in some places the next morning. thunderstorms",
3793,2010-10-14 00:00:00,-34.7195,140.7301,PARUNA,SA,1.9,,"At Paruna, there were fewer hailstones, lumpy in shape and about 1-2 cm across. thunderstorms",
3794,2010-11-26 15:00:00,-34.1758,139.0841,EUDUNDA,SA,4.3,,golf ball sized hail at Ngapali at around 15:00 CDST and reports of localised flash flooding with heavy rainfall. A thunderstorm cell that formed close to Eudunda in the Mid North district produced golf ball sized hail at Ngapali at around 15:00 CDST and reports of localised flash flooding with heavy rainfall.,
3795,2010-12-05 00:00:00,-34.6011,138.8909,LYNDOCH,SA,4.3,,"Thunderstorm produced golf ball sized hail bruising livestock and damaging cars, wind gusts estimated to be greater than 100 km/h and heavy rainfall lasting for about 15 minutes during the afternoon. Thunderstorm at Lyndoch produced golf ball sized hail bruising livestock and damaging cars, wind gusts estimated to be greater than 100 km/h and heavy rainfall lasting for about 15 minutes during the afternoon.",
3796,2010-12-07 00:00:00,-34.8121,138.6862,MODBURY HEIGHTS,SA,1.7,,"Marble sized hail was reported at several locations including Modbury Heights. widespread thunderstorm activity. Severe convection first broke out over the Eyre Peninsula during mid morning and around midday severe thunderstorms could be identified around the MLR. Lines of thunderstorms that formed over the EP gradually moved eastwards across southern parts of the state effecting the YP, MN, F, ML, LSE and RIV districts. %D %D Impressive radar echoes were identified particularly in the MN and ML districts in the form of bow echoes and rotating cells. Reports of severity included very heavy rainfall and flash flooding at locations in the Adelaide region and Mount Lofty Ranges, MN and EP.",
3797,2012-07-12 12:00:00,-33.3403,115.6419,BUNBURY,WA,2.1,,"No damage reported from this hail Passage of a strong cold front, 2 cm hail reported from Bunbury.",
3798,2011-02-16 00:00:00,-37.5638,140.7014,KALANGADOO,SA,1.7,,"Kalangadoo in the LSE recorded 65 mm, marble-sized hail, bark off trees thunderstorms",
3799,2011-02-16 00:00:00,-37.8241,140.7798,MOUNT GAMBIER,SA,1.7,,"A Mount Gambier resident reported 23 mm, large hail, strong wind, trees bent over. thunderstorms",
3800,2011-10-23 16:00:00,-23.8045,133.9037,ALICE SPRINGS AIRPORT,NT,0.0,,Large hail and damaging winds possible but no reports. CAPPI indicated a number of cells with persistent strong reflectivities developing near Alice Springs township and surrounding areas to the east and south. Large hail and damaging winds possible but no reports.. Also some active TS with cold cloud tops on the Giles radar (mostly west of Giles) but radar quality at Giles is poor so difficult to investigate further.,
3881,2012-11-07 05:20:00,-24.1400,134.3800,Santa Teresa,NT,4.3,,Many other similar cells on radar in the Alice Springs District region on this afternoon. NULL,
3882,2012-02-13 14:14:00,-27.9881,152.9958,BEAUDESERT,QLD,3.5,,Storm spotter report of 3.5cm hail (average 2cm) at Beaudesert. Storm spotter report of 3.5cm hail (average 2cm) at Beaudesert.,
3883,2012-10-14 20:02:00,-28.7984,153.2678,LISMORE,NSW,4.3,,Severe thunderstorms developed over northern NSW and moved to the north on a SE'ly change. Reports of Golf Ball sized Hail from Lismore (NSW) and Potsville (NSW). NULL,
3884,2012-11-23 08:40:00,-26.1206,149.9631,WANDOAN,QLD,3.0,,3cm hail reported at Wandoan at 6:40pm (Jeff Higgins - Storm Spotter) Gustnado reported to the south of Dalby at 4:30pm (Anthony Cornelius - Storm Spotter)%D 3cm hail reported at Wandoan at 6:40pm (Jeff Higgins - Storm Spotter)%D 2-4cm hail reported near Chinchilla at 7:10pm (Jeff Higgins - Storm Spotter),
3885,2012-11-23 09:10:00,-26.7384,150.6283,CHINCHILLA,QLD,4.0,,2-4cm hail reported near Chinchilla at 7:10pm (Jeff Higgins - Storm Spotter Gustnado reported to the south of Dalby at 4:30pm (Anthony Cornelius - Storm Spotter)%D 3cm hail reported at Wandoan at 6:40pm (Jeff Higgins - Storm Spotter)%D 2-4cm hail reported near Chinchilla at 7:10pm (Jeff Higgins - Storm Spotter),
3886,2012-11-22 05:30:00,-27.6315,152.3939,LAIDLEY,QLD,4.3,,Marble to golf ball sized hail reported at Laidley at 3:30pm (Rod Harrison - Acting DRD) Marble to golf ball sized hail reported at Laidley at 3:30pm (Rod Harrison - Acting DRD)%D 2cm sized hail reported at Laidley at 5:20pm (Storm Spotter)%D Hail reported at Gatton at 5:30pm (Storm Spotter)%D 2cm sized hail reported at Yarraman at 5:50pm (Storm Spotter)%D 4-5cm sized hail reported at 8km south of Nanango at 3:30pm (Storm Spotter),
3887,2012-11-22 07:20:00,-27.6315,152.3939,LAIDLEY,QLD,2.0,,2cm sized hail reported at Laidley at 5:20pm (Storm Spotter) Marble to golf ball sized hail reported at Laidley at 3:30pm (Rod Harrison - Acting DRD)%D 2cm sized hail reported at Laidley at 5:20pm (Storm Spotter)%D Hail reported at Gatton at 5:30pm (Storm Spotter)%D 2cm sized hail reported at Yarraman at 5:50pm (Storm Spotter)%D 4-5cm sized hail reported at 8km south of Nanango at 3:30pm (Storm Spotter),
3888,2012-11-22 07:50:00,-26.8412,151.9841,YARRAMAN,QLD,2.0,,2cm sized hail reported at Yarraman at 5:50pm (Storm Spotter) Marble to golf ball sized hail reported at Laidley at 3:30pm (Rod Harrison - Acting DRD)%D 2cm sized hail reported at Laidley at 5:20pm (Storm Spotter)%D Hail reported at Gatton at 5:30pm (Storm Spotter)%D 2cm sized hail reported at Yarraman at 5:50pm (Storm Spotter)%D 4-5cm sized hail reported at 8km south of Nanango at 3:30pm (Storm Spotter),
3889,2012-11-22 05:30:00,-26.6709,152.0003,NANANGO,QLD,5.0,,4-5cm sized hail reported at 8km south of Nanango at 3:30pm (Storm Spotter) Marble to golf ball sized hail reported at Laidley at 3:30pm (Rod Harrison - Acting DRD)%D 2cm sized hail reported at Laidley at 5:20pm (Storm Spotter)%D Hail reported at Gatton at 5:30pm (Storm Spotter)%D 2cm sized hail reported at Yarraman at 5:50pm (Storm Spotter)%D 4-5cm sized hail reported at 8km south of Nanango at 3:30pm (Storm Spotter),
3890,2012-11-19 19:48:00,-23.7145,149.6708,DUARINGA,QLD,4.3,,Golf ball size hail reported near Duaringa. Golf ball size hail reported near Duaringa.,
3891,2012-11-19 06:00:00,-25.2365,152.2774,CHILDERS,QLD,2.0,,2cm hail reported from the Childers area approximately 4pm. 19-11-2012 Golf ball size hail reported near Duaringa.,
3892,2012-11-18 00:00:00,-27.5562,152.9214,MIDDLE PARK,QLD,4.3,,"golf ball sized hail western suburbs including Middle Park, Riverhills, Kenmore and Moggill. [BT] Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3893,2012-11-18 06:50:00,-27.9998,152.6816,Boonah,QLD,9.0,,"9cm hail near Boonah Sunday afternoon around 4:50pm (pic with ruler sent from Andrew Bufalino) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3894,2012-11-18 04:00:00,-25.5115,152.0461,BIGGENDEN,QLD,6.0,,"6cm hail and tree damage reported near Biggenden at 2:00pm (Storm Spotter). Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3895,2012-11-18 08:15:00,-26.9590,152.9572,BEERBURRUM,QLD,4.0,,"4cm hail at Beerburrum at 6.15pm on 18 Nov [CM] Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3896,2012-11-18 04:40:00,-26.9590,152.9572,BEERBURRUM,QLD,4.0,,"3-4cm hail reported near Beerburrum at 2:40pm (Andrew Arnold - Observations Section). Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3897,2012-11-18 04:20:00,-27.0851,152.9513,CABOOLTURE,QLD,3.0,,"3cm hail at Caboolture at 2:20pm (Storm Spotter). Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3898,2012-11-18 07:25:00,-27.6717,152.9189,SPRINGFIELD LAKES,QLD,2.0,,"2cm hail at Springfield Lakes at 5:25pm. (storm spotter) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3899,2012-11-18 03:40:00,-27.6817,152.9816,GREENBANK,QLD,3.0,,"3cm hail at Greenbank at 1:40pm 18/11 (not sure if this is the correct time) Storm Spotter G0523 Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3900,2012-11-18 03:45:00,-26.7776,151.1108,JANDOWAE,QLD,4.0,,"4 cm hail at Jandowae at 1:45pm (Storm Spotter G0576). Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3901,2012-11-18 03:10:00,-27.6495,152.7402,YAMANTO,QLD,3.0,,"2-3cm hail at Yamanto at 1:10pm (Storm Spotter). Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3902,2012-11-18 07:30:00,-27.6145,152.7608,IPSWICH,QLD,6.0,,"6cm hail near Ipswich at 5:30pm. Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3903,2012-11-18 06:45:00,-27.9998,152.6816,BOONAH,QLD,9.0,,"9cm hail 15km east of Boonah at 4:45pm. (Danial Schummy - Storm Spotter) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3904,2012-11-18 07:00:00,-27.6304,152.6997,AMBERLEY,QLD,2.0,,"2cm hail and tree damage at Peaks Crossing - Amberley at 5pm (Andy - Storm Spotter) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3905,2012-11-18 07:40:00,-27.6723,152.8986,SPRINGFIELD,QLD,3.5,,"3.5cm hail reported at Springfield 5:40pm (James Chamber - Storm Spotter) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3906,2012-11-18 07:53:00,-27.4937,152.9297,KENMORE HILLS,QLD,4.3,,"Golf ball sized hail at Kenmore Hills at 5:53pm (David Bernard) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3907,2012-11-18 08:00:00,-27.4817,152.9900,TOOWONG,QLD,6.7,,"Golf to tennis ball sized hail at Toowong at 6pm (Kevin Jacobs - Storm Spotter) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3908,2012-11-18 08:00:00,-27.4417,152.9833,ASHGROVE,QLD,2.0,,"2cm hail at Ashgrove at 6pm (Michelle Berry) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3909,2012-08-23 06:15:00,-37.7770,145.0901,BULLEEN,VIC,0.8,,"Intense hail, around 8mm in diameter was %D reported at Bulleen along with violent wind squalls and local flash flooding.%D Intense hail to 8mm, violent wind squalls and minor flash flooding recorded at Bulleen.",
3911,2012-11-30 11:00:00,-37.5604,143.8575,BALLARAT,VIC,11.0,,WDSS hail reported to be 12cm. Metro warnings issued at approximately 9pm. %D Hail damage at Palliative Care Hospital. 9pm: Supercell moved through SW suburbs of Ballarat.%D Destructive winds/giant hail/very dangerous storm added to State warning based on Radar Systems.%D Cell weakened just north of SHEO.%D WDSS hail 12cm.%D Metro warning issues at approximately 9pm.%D Possible tornado.%D,
3912,2012-11-18 08:30:00,-27.4500,153.0583,BULIMBA,QLD,3.0,,"1-3cm hail at Bulimba at 6:30pm (Rob Webb) Suspected 65kt wind gust at non-bureau Brisbane Airport AWS, not sure of date and time (Communication to Peter Otto)",
3913,2012-11-17 10:15:00,-27.4340,151.7211,Oakey,QLD,4.0,,"4 cm hail on way to Oakey, 18:15 17 Nov NULL",
3914,2012-11-18 08:39:00,-27.5942,152.9719,INALA,QLD,4.0,,"2-4cm hail at Inala, reported at 18:39 18 Nov NULL",
3915,2012-11-18 09:05:00,-27.6517,152.8475,REDBANK PLAINS,QLD,5.0,,"4-5cm hail at Redbank Plains, reported at 19:05 18 Nov NULL",
3916,2012-11-18 09:09:00,-27.5615,152.9094,RIVERHILLS,QLD,6.0,,"5-6cm hail at Riverhills, reported at 19:09 18 Nov NULL",
3917,2012-11-18 09:24:00,-27.3500,152.9667,ALBANY CREEK,QLD,3.0,,"2-3cm of hail here at Albany Creek, reported at 19:24 18 Nov NULL",
3918,2012-11-17 06:40:00,-27.8790,151.2683,MILLMERRAN,QLD,4.0,,4cm hail was reported near Millmerran by a storm spotter at 4:40pm. NULL,
3919,2012-11-17 07:30:00,-27.7581,151.4467,BROOKSTEAD,QLD,6.0,,Cricket ball size hail (approx. 6cm) reported at Brookstead by a storm spotter at 5:30pm. NULL,
3920,2012-11-17 07:35:00,-27.7162,151.6333,PITTSWORTH,QLD,10.0,,Softball size hail (approx 9-10cm) reported to the north of Pittsworth by a storm spotter at 5:35pm. NULL,
3921,2012-11-17 10:15:00,-27.3048,151.8519,GOOMBUNGEE,QLD,4.0,,Golf ball size hail (approx 4cm) reported at Goombangee by an EMQ staff member at 8:15pm. NULL,
3922,2012-11-03 10:15:00,-24.1162,148.0886,SPRINGSURE,QLD,2.2,,10c piece sized hail (2.2cm) reported from Springsure from thunderstorms on the evening of the 3rd. NULL,
3923,2012-12-18 06:50:00,-27.9326,151.9055,CLIFTON,QLD,3.0,,3cm hail reported at Clifton at 4:50pm.(Jeff Higgins) 3cm hail reported at Clifton at 4:50pm. Also strong winds ~100kmh that brought down trees. (Jeff Higgins).,
3924,2012-12-18 06:30:00,-27.5612,152.2755,GATTON,QLD,4.3,,Golf ball sized hail reported at Gatton (Buff) at 4:30pm ish. 3cm hail reported at Clifton at 4:50pm. Also strong winds ~100kmh that brought down trees. (Jeff Higgins).,
3925,2012-12-18 06:30:00,-27.6315,152.3939,LAIDLEY,QLD,2.5,,Marble sized hail from Laidley (Roger Stone) at 4:30 ish 3cm hail reported at Clifton at 4:50pm. Also strong winds ~100kmh that brought down trees. (Jeff Higgins).,
3926,2012-12-18 06:55:00,-27.6315,152.3939,LAIDLEY,QLD,3.2,,"50 cent hail in Laidley, covering the ground to look white. 3cm hail reported at Clifton at 4:50pm. Also strong winds ~100kmh that brought down trees. (Jeff Higgins).",
3927,2012-02-13 00:00:00,-28.1956,152.2114,YANGAN,QLD,4.3,,"Jeff Higgins reported golf ball-sized hail at Yangan, E of Killarneyto to 'very dangerous thunderstorm'. NULL",
3928,2013-01-19 00:00:00,-28.2154,152.0353,WARWICK,QLD,1.7,,"Warwick reports: power out, pea/marble sized hail covering the ground and a fallen power pole on a car. NULL",
3929,2012-08-23 07:15:00,-30.3317,149.7678,NARRABRI,NSW,5.0,,4 to 5cm hail was observed. NULL,
3930,2012-10-14 06:50:00,-28.8817,153.3178,WYRALLAH,NSW,3.0,,"Report was recorded but spotter details were not, the report said most hail was 1 to 2cm, with a small amount being 2 to 3cm.  Two additional weatherzone reports sighted hail greater than 2cm (one mentioning golfball sized hail). NULL",
3931,2012-11-24 00:05:00,-29.4565,151.9411,DEEPWATER,NSW,2.1,,"The report came in as "half golf ball size", which is 2.1cm diameter. NULL",
3932,2012-12-03 04:00:00,-31.1095,150.9147,SOUTH TAMWORTH,NSW,2.0,,Another report from an unnamed storm spotter measured 3.5cm hail at 0405 UTC in Tamworth. NULL,
3933,2012-12-03 04:37:00,-31.0817,150.9345,TAMWORTH,NSW,7.2,,A telephone call from SES reports locals observed cricket ball sized hail at 0438 UTC. NULL,
3934,2012-12-28 06:10:00,-32.7317,152.0345,LEMON TREE PASSAGE,NSW,3.0,,"Report cam in for Nelson Bay, but was not able to input this into the location field. NULL",
3935,2012-12-28 07:00:00,-32.4484,152.5511,SEAL ROCKS,NSW,2.4,,"Phone call from Camp Treachery, observer not named. NULL",
3936,2013-02-01 03:20:00,-33.5817,150.2512,MOUNT VICTORIA,NSW,4.3,,LGA: Blue Mtns/Hawkesbury%D NULL,
3937,2013-02-15 02:35:00,-35.5652,148.0846,KUNAMA,NSW,4.0,,NULL NULL,
3938,2012-11-09 02:05:00,-33.8901,150.9096,CABRAMATTA WEST,NSW,3.0,,LGA: Sydney NULL,
3939,2013-04-16 13:35:00,-32.3492,147.1037,OBERON,NSW,2.4,,Report of mostly pea sized hail but with some 10c piece sized hail stones. NULL,
3940,2010-11-19 00:00:00,-34.2406,116.1461,MANJIMUP,WA,0.0,,Hail damaged fruit growing in the Manjimup area. A deep-mid level low off the west coast assisted in the formation of convection over the SW corner of WA.,
3941,2010-11-29 00:00:00,-22.6600,114.1800,Bullara Station,WA,1.7,,"Marble sized hail. A storm was reported from Bullara Station in the Gascoyne which produced 43mm of rain, marble sized hail, strong winds and a small tornado. The convection was associated with a surface trough and an upper trough to the west.",
